symbol,year,quarter,category,company_name,sector,success,error,time_seconds,prediction,confidence,direction_score,actual_return_30d_pct,correct,trade_long,trade_long_tier,summary,input_tokens,output_tokens,cost_usd,risk_code,long_block_reason,eps_surprise,earnings_day_return,pre_earnings_5d_return,computed_positives,computed_vetoes,le_DirectionScore,le_LongEligible,le_HardPositivesCount,le_HardVetoCount,le_GuidanceRaised,le_DemandAcceleration,le_MarginExpansion,le_FCFImprovement,le_VisibilityImproving,le_GuidanceCut,le_DemandSoftness,le_MarginWeakness,le_CashBurn,le_VisibilityWorsening,le_PricedInRisk,reaction_date
KDP,2020,4,GAINER,Keurig Dr Pepper,Consumer Defensive,True,,93.7340579032898,UP,0.6,6.0,11.7928,True,False,,"**PART 1 - Analysis:**
Management tone is Moderately optimistic — they highlighted accelerating Q4 sales, margin expansion, strong free cash flow and provided upbeat FY21 growth/earnings guidance. Main upside drivers: a 25% dividend increase, exceptional free cash flow/FCF conversion, margin expansion and management’s positive FY guidance; main downside drivers: a small EPS miss, a negative intraday market reaction (~-1.9%) and lingering cost/commodity/logistics headwinds that could pressure nea",5424,1646,0.004648,high,HIGH_RISK,-0.025,-1.9072,-2.77,4,0,6.0,NO,4.0,0.0,UNKNOWN,YES,YES,YES,YES,NO,NO,NO,NO,NO,High,2020-10-29
GOOGL,2019,4,LOSER,Alphabet Inc. (Class A),Communication Services,True,,94.33496928215028,DOWN,0.4,4.0,-26.3996,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they highlight strong Cloud acceleration, robust YouTube ad/subscriber traction and backlog while simultaneously committing to aggressive go-to-market and product investments that will raise near-term OPEX. Upside drivers: accelerating GCP/cloud growth (53% run-rate acceleration, >$10B run rate), YouTube ad strength ($15B, +36%) and a sizable $11.4B cloud backlog/visible pipeline. Downside drivers: clear, explicit plans to ""triple"" ",5407,1558,0.004468,medium,HAS_VETOES,0.2222222222222222,-2.5091,3.55,2,1,4.0,NO,2.0,1.0,NO,YES,NO,UNKNOWN,YES,NO,NO,YES,NO,NO,Medium,2019-10-28
WDC,2019,2,GAINER,Western Digital,Technology,True,,88.3351058959961,UP,0.6,6.0,23.7059,True,False,,"**PART 1 - Analysis:**
Management tone (medium-term): Moderately optimistic — the market's strong positive reaction on the earnings day (+7.52%) after a large run-up implies management gave at least a reassuring/constructive tone. Main upside drivers: solid reported quarter (revenue $2.818B, EPS $3.34) and a strong positive intraday market reaction suggesting some positive surprise or confidence. Main downside drivers: very large pre-earnings run-up (+18.32%) which creates buy-the-rumor / sell-t",3213,1216,0.003235,high,HIGH_RISK,,7.5173,18.32,0,0,6.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,High,2019-04-29
ETN,2019,4,LOSER,Eaton Corporation,Industrials,True,,85.84532499313354,UP,0.6,6.0,-27.9296,False,False,,"**PART 1 - Analysis:**
Management tone: Balanced — the company posted a very small EPS miss but the market reacted positively, which implies management commentary was constructive but not overtly bullish; there is no clear evidence of an aggressive guide-up or of pronounced caution. Key upside drivers: strong intraday market reaction (+5.7%) and modest pre-earnings momentum (+4.8%) that can sustain short-term momentum. Key downside drivers: a slight EPS miss (−$0.03 vs. est.) and the risk of a s",3233,1777,0.004362,high,HIGH_RISK,-0.028368794326241,5.676,4.82,0,0,6.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,NO,NO,High,2019-10-29
STX,2019,4,GAINER,Seagate Technology,Technology,True,,82.85383796691895,DOWN,0.4,4.0,20.4064,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — results show operational improvements (shipment growth, mix shift to 12TB+ drives, slight gross-margin lift and higher non‑GAAP EPS) but management flagged underutilization, macro uncertainty and gave guidance that read as measured rather than upbeat. Upside drivers: accelerating exabyte shipments (total +10%, enterprise +15%), higher‑capacity drive mix and solid FY FCF/buybacks; downside drivers: sequential revenue decline, underutil",5271,1681,0.00468,medium,HAS_VETOES,,-2.8751,-6.02,2,3,4.0,NO,2.0,3.0,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,Medium,2019-11-01
WBD,2020,4,LOSER,Warner Bros. Discovery,Communication Services,True,,85.22430896759033,UP,0.6,4.0,-14.5895,False,False,,"**PART 1 - Analysis:**
Management tone is Moderately optimistic — they highlighted strong next‑generation revenue momentum (Q4 +26%, FY +18%) and a firm near‑term target (~50% growth for Q1) and reiterated international rollout and product initiatives (Olympics, ad products). However, the stock ran up ~15.7% into the print, guidance/visibility on subscribers was withheld (no formal raised guidance), marketing spend will increase (pressure on near-term margins/FCF), and the combination of a large",5435,1271,0.003901,high,HIGH_RISK,0.0555555555555556,8.86,15.67,1,2,4.0,NO,1.0,2.0,NO,YES,NO,UNKNOWN,UNKNOWN,NO,NO,YES,UNKNOWN,YES,High,2020-11-05
TRGP,2019,2,GAINER,Targa Resources,Energy,True,,108.72555899620056,DOWN,0.4,4.0,21.4537,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — they reiterated full-year EBITDA guidance and highlighted near-term ramps (Grand Prix, Hopson, Train 6) but explicitly flagged lower NGL/natural gas prices, project delays, and cost overruns. Main upside drivers: accelerating Grand Prix volumes (150–170k bpd now, target ~200k bpd in September) and several new plants/trains now online that should lift volumes later in the year. Main downside drivers: sequential adjusted EBITDA was down",5317,1963,0.005255,low,HAS_VETOES,,5.3927,-3.77,1,2,4.0,NO,1.0,2.0,NO,NO,NO,UNKNOWN,YES,NO,YES,YES,UNKNOWN,NO,Low,2019-05-08
SO,2019,4,LOSER,Southern Company,Utilities,True,,109.27907991409302,DOWN,0.4,4.0,-27.9903,True,False,,"**PART 1 - Analysis:**
Management tone is Moderately optimistic — they highlight strong execution (Vogtle 85% complete), deleveraging, a 100% pension funded status and >90% contract coverage for Southern Power, but guidance for FY2020 is essentially flat ($3.10–$3.22) versus reported adjusted EPS of $3.11. Upside over the next 30 days: de-risking actions (pension, deleveraging), visible long-term contracted cash flows and project progress that reduce catastrophic execution risk. Downside: guidan",5261,1377,0.004069,medium,DIR_TOO_LOW,0.0384615384615384,-1.1746,-0.79,1,0,4.0,NO,1.0,0.0,NO,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,NO,NO,NO,NO,Medium,2019-10-30
EMR,2020,1,LOSER,Emerson Electric,Industrials,True,,121.81713223457336,DOWN,0.4,4.0,-43.3333,True,False,,"**PART 1 - Analysis:**
Management tone is Moderately cautious — they flagged restructuring, non‑operational headwinds and macro uncertainty while nudging EPS midpoint higher and emphasizing strong cash conversion and automation backlog growth. Key upside drivers: improved operating cash flow/FCF (94% conversion), a modest raise/tighten at the EPS midpoint and Automation backlog/orders growth (+7% backlog, +2% orders). Key downside drivers: flat underlying sales (stagnation), segment weakness in ",5089,1964,0.0052,low,HAS_VETOES,,0.8815,-1.6,3,2,4.0,NO,3.0,2.0,YES,NO,NO,YES,YES,NO,YES,YES,NO,NO,Medium,2020-02-04
ERIE,2019,1,GAINER,Erie Indemnity,Financial Services,True,,90.7796709537506,DOWN,0.4,4.0,31.0079,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they emphasize “delivering another strong year” and highlight YoY net income/EPS gains, premium growth and a better combined ratio, but they also called out higher commissions, IT and incentive costs. Main upside drivers: net income up ~$10m YoY, EPS improvement, 6% direct premium growth and a materially improved combined ratio (105.6 → 102.2) plus stronger investment income and a bigger policyholder surplus. Main downside drivers: ",5237,1597,0.004503,medium,DIR_TOO_LOW,,5.0766,7.11,2,0,4.0,NO,2.0,0.0,NO,YES,YES,UNKNOWN,UNKNOWN,NO,NO,NO,NO,UNKNOWN,Medium,2019-02-21
EMR,2020,2,GAINER,Emerson Electric,Industrials,True,,91.45436692237854,DOWN,0.4,4.0,24.3451,False,False,,"**PART 1 - Analysis:**
Management's medium-term tone reads as Balanced — the company delivered an EPS beat but there was no clear, upbeat re‑rating or guiding lift announced on the call and market reaction was muted relative to the pre-earnings run. Main upside drivers: EPS came in meaningfully above expectations and the stock still rose on the print (earnings-day +2.6%), indicating no outright disappointment. Main downside drivers: sizable pre-earnings run (+8.8) likely priced in much of the go",3233,983,0.002774,medium,DIR_TOO_LOW,0.2027027027027027,2.6394,8.77,0,0,4.0,NO,0.0,0.0,NO,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NO,Medium,2020-04-21
ANET,2020,3,GAINER,Arista Networks,Technology,True,,108.11233592033386,UP,0.6,6.0,32.1984,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they emphasized QoQ recovery, record new logos, strong margins and an upbeat Q4/FY21 outlook (endorsing ~13–14% FY21 growth). Main upside drivers: clear EPS beat, QoQ revenue acceleration (+12% QoQ), strong non‑GAAP gross margin (64.6%), healthy cash generation and ongoing buybacks, and constructive guidance for the next quarter/FY. Main downside drivers: revenue still down YoY, inventory buildup and slightly lower deferred revenue ",5420,1686,0.004727,low,D6_SECTOR_EXCLUDED,0.1090909090909089,15.396,3.52,4,0,6.0,NO,4.0,0.0,UNKNOWN,YES,YES,YES,YES,NO,NO,NO,NO,NO,Low,2020-08-04
LW,2020,2,GAINER,Lamb Weston,Consumer Defensive,True,,90.80669903755188,DOWN,0.4,4.0,14.0088,False,False,,"**PART 1 - Analysis:**
Management's medium-term tone is ""Moderately cautious"" — they report solid quarter results but flagged moderation in H2, ERP-related spending, and called out one-off contributors (acquisitions, extra shipping days, small hedging/JV benefits). Upside drivers: 12% revenue growth, 10% volume growth, gross margin expansion (+65 bps), EPS beat and strong operating cash flow with a raised dividend. Downside drivers: large pre-earnings run-up (>11%) creating sell-the-news risk, s",5028,1706,0.004669,medium,HAS_VETOES,0.1176470588235293,11.2617,11.12,3,1,4.0,NO,3.0,1.0,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,Medium,2020-04-01
GDDY,2019,4,LOSER,GoDaddy,Technology,True,,83.80722999572754,UP,0.7,7.0,-16.5232,False,True,D7_CORE,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they highlighted accelerating revenue (Q4 rev +12%, bookings +14%), meaningful free cash flow expansion (Q4 FCF +40% y/y; FY FCF +19% with +1pt margin), and gave explicit FY2020 revenue and FCF targets that show continued growth. Main upside drivers: accelerating bookings and revenue, strong FCF and margin expansion, and constructive FY20 guidance (≈$3.3B revenue, $835M unlevered FCF). Main downside risks: modest leverage (net debt ",5238,1647,0.004603,low,,0.0967741935483871,10.611,2.92,4,0,7.0,NO,4.0,0.0,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,Low,2019-11-06
INCY,2020,4,LOSER,Incyte,Healthcare,True,,91.66092205047607,DOWN,0.3,3.0,-16.1718,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious. Although EPS modestly beat (0.93 vs 0.82), the stock fell sharply pre- and on-earnings (pre -3.86%, day -4.44%), which implies guidance or commentary was cautious / flagged visibility/demand concerns. Main upside drivers: the small EPS beat and solid revenue (~$1.366B). Main downside drivers: large negative market reaction indicating disappointing guidance or heightened uncertainty, likely softening demand/visibility and/or margin/forw",3233,1657,0.004122,high,HIGH_RISK,0.1341463414634147,-4.4435,-3.86,0,2,3.0,NO,0.0,1.0,NO,NO,NO,UNKNOWN,NO,UNKNOWN,YES,UNKNOWN,UNKNOWN,YES,High,2020-11-05
TGT,2019,3,GAINER,Target Corporation,Consumer Defensive,True,,193.9449563026428,DOWN,0.4,4.0,11.484,False,False,,"**PART 1 - Analysis:**
Management tone (medium-term next 1–2 quarters): Balanced. The market reaction (pre-earnings 5-day +16.44% and earnings-day +14.05% pre-market) implies the quarter was perceived strongly positive, but there is no documented explicit forward-guidance raise or sustained visibility improvement in the facts provided. Main upside drivers: strong reported quarter (revenue $25.27B and EPS $1.52) and a clear positive immediate market reaction that can attract momentum buyers. Main",3212,1349,0.003501,high,HIGH_RISK,,14.055,16.44,0,0,4.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,High,2019-08-21
MCHP,2020,3,LOSER,Microchip Technology,Technology,True,,104.42980790138245,DOWN,0.4,4.0,-45.0424,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — commentary emphasized pandemic-related uncertainty, wider-than-normal guidance ranges and supply/distribution risks (Chinese New Year, potential tax items), despite operational outperformance this quarter. Upside drivers: stronger-than-expected non-GAAP profitability (61.5% gross margin, 35.1% operating income above guidance), solid operating cash flow ($395.5M) and reduced net debt; downside drivers: revenue essentially flat/declinin",5388,1677,0.004701,medium,HAS_VETOES,0.0476190476190476,-0.0369,5.91,2,2,4.0,NO,2.0,2.0,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,Medium,2020-08-04
PNR,2019,3,GAINER,Pentair,Industrials,True,,99.16677284240724,DOWN,0.4,4.0,12.8713,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — language and guidance (“core sales roughly flat”, Aquatic down 1–3%) emphasize prudence and muted near-term demand. Upside drivers: an EPS beat (+7%), solid free cash flow (~$150M) and margin expansion in Filtration and Flow; integration of acquisitions on track. Downside drivers: consolidated core sales down 2% (Aquatic -5%, Flow -5%), cautious/flat guidance for Q4, and a large pre-earnings run-up (+9.65%) creating elevated sell‑the‑",5156,1661,0.004611,medium,HAS_VETOES,,5.2805,9.65,2,1,4.0,NO,2.0,1.0,NO,NO,YES,YES,UNKNOWN,NO,YES,NO,NO,UNKNOWN,Medium,2019-07-23
BXP,2020,4,GAINER,"BXP, Inc.",Real Estate,True,,62.639708280563354,DOWN,0.3,3.0,15.714,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they stress a vaccine-driven recovery and point to high pre-leasing and signed lease commencements, but remain cautious about timing (latter 2021) and note pandemic-related charges and under-leasing in newly delivered apartments. Upside drivers: strong liquidity ($3.2B), high development pre‑leasing (88%), steady leasing activity (3.7M sq ft in 2020, 1.2M in Q4) and signed leases that will start in 2021. Downside drivers: reported F",5464,1787,0.00494,high,HIGH_RISK,-0.14375,-3.2355,-4.1,0,2,3.0,NO,1.0,2.0,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,High,2020-10-27
HPQ,2020,1,LOSER,HP Inc.,Technology,True,,119.80000686645508,UP,0.6,6.0,-31.5837,False,False,,"**PART 1 - Analysis:**
Management tone: Balanced. The company delivered a clear EPS beat (+$0.20) and the stock jumped ~+5.7% on the print, which are bullish signals for the next 30 trading days; however there is no evidence management raised forward guidance or signaled stronger-than-expected visibility, so upside is likely modest. Main upside drivers: the earnings beat, positive intraday market reaction, and solid reported revenue (55.295B) with EPS of 2.67. Main downside drivers: lack of an e",3233,1029,0.002866,low,D6_SECTOR_EXCLUDED,0.2037037037037036,5.6561,-1.21,0,0,6.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Low,2020-02-24
AAPL,2019,1,GAINER,Apple Inc.,Technology,True,,105.44040489196776,DOWN,0.4,4.0,18.7742,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — language repeatedly flagged macro headwinds (Greater China weakness, FX impacts) and gave a conservative forward posture despite a record EPS quarter. Main upside drivers: record EPS, very strong services (all-time record, high margin) and strong cash flow / aggressive capital returns that justify near-term buybacks; diversification with Mac, iPad and wearables growth outside the iPhone. Main downside drivers: sharp iPhone revenue dec",5178,1880,0.005054,low,HAS_VETOES,,6.827,0.89,3,2,4.0,NO,3.0,2.0,NO,YES,YES,YES,NO,NO,YES,NO,NO,YES,Low,2019-01-29
PANW,2020,2,LOSER,Palo Alto Networks,Technology,True,,108.080806016922,DOWN,0.3,3.0,-27.1808,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — management emphasized strong SaaS/subscription momentum, billings and deferred revenue growth and projected improvement in product performance later in the year, but also flagged cost initiatives and acquisition-related headwinds. Near-term drivers are mixed: clear positives are recurring revenue strength (subscription +37%, subscription & support = 70% of revenue), robust billings (+17%) and rising deferred revenue (27% YoY) which ",5422,1901,0.005157,high,HIGH_RISK,0.0526315789473684,-16.9912,-4.03,2,3,3.0,NO,2.0,3.0,NO,YES,NO,NO,YES,NO,YES,YES,YES,NO,High,2020-05-21
FCX,2019,1,LOSER,Freeport-McMoRan,Basic Materials,True,,113.9740002155304,DOWN,0.3,3.0,-23.785,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — the call emphasized operational disruptions (El Abra 35-day outage, smelter and concentrator downtime), higher unit costs, and a conservative capital stance rather than bullish near-term guidance. Upside over 30 days is limited (positive operating cash flow of $534M, ample revolver availability and a $1B 2020 debt redemption reduce immediate liquidity risk), but downside dominates: sales were ~5% below January estimates, consolidated ",5330,1317,0.003966,high,HIGH_RISK,,-10.0884,-14.01,0,3,3.0,NO,0.0,3.0,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,High,2019-01-24
